SN,Category,Group,Code,Activity Name ,Third Party,When,Risk Rating,Industry Risk,DNFBP,Notes,Description,Related Business Activities,Generated Keywords,,,,,
569,Trading,,4772.95,Persons With Special Needs Equipment Trading,,N/A,Low,,,,"Includes reselling equipment and articles for the handicapped or persons with temporary or permanent disabilities and senior citizens. They are designed to work as artificial or auxiliary organs during the medical treatment process or permanently replacing an amputated organ. It involves wheelchairs, walkers, special beds as well as pacemakers and controlling devices for hypertension, diabetes, cholesterol and hearing aids.",-,"special needs equipment, disability aids trading, wheelchair sales, handicap equipment wholesale, medical devices retail, assistive technology trading, mobility aids supplier, adaptive equipment distribution",,,,,
570,Trading,,4772.96,Soap & Hair Care Products Trading,,N/A,Low,,,,"Includes reselling hair care products like shampoo, oils, lotions, tonics, whether chemically originated or from natural extracts (herbs), also, toilet and hand washing soap in bars and liquid, in addition toilet foamy soap and similar products.",-,"soap trading, hair care products wholesale, shampoo distribution, natural beauty products retail, lotion supplier, import hair care items, bar soap resale, hand washing soap trading",,,,,
571,Trading,,4772.97,Baby Care Requisites Trading,,N/A,Low,,,,"Includes reselling of  children and new-born cradles, chairs, beds, walkers, prams, baskets, linen and covers, toys, creams, lotions and oil and mothers requisites.",-,"baby care products, infant supplies trading, children's cradles wholesale, baby accessories retail, prams and strollers trading, toys and baby gear, nursery essentials import, baby products distributor",,,,,
572,Trading,,4772.98,Emergency Collection Trading,,N/A,Low,,,,"Includes trading emergency medical bracelets and pendants that contain medical details of the holder and which will give the ambulance and emergency team the opportunity to get important information at once, and thus be treated correctly, specially those suffer of life- threatening allergy or those depend on particular medication. ",-,"emergency medical bracelets, medical alert pendants, health identification jewelry, allergy bracelets trading, medical ID accessories, wholesale emergency trading, retail emergency medical products, medical information jewelry",,,,,
573,Trading,,4772.99,Veterinary Medicines Trading,,N/A,Low,,,,"Includes reselling any type of formulation that contains one or more medical substances and which is used to deal with the prevention, diagnosis and treatment of disease, disorder and injury in domesticate or wild animals.",-,"veterinary medicines, animal health products, pet pharmaceuticals, veterinary drug trading, wholesale veterinary supplies, animal medication import, pet medicine retail, veterinary product distribution",,,,,
574,Trading,,4773,Other Retail Sale Of New Goods In Specialized Stores,,N/A,Low,,,,,-,"specialty retail, unique goods store, niche market sales, specialized shop, retail of new products, boutique trading, import retail, new goods specialty store",,,,,
575,Trading,,4773.01,"Retail Sale Of Photographic, Optical And Precision Equipment",,N/A,Low,,,,,-,"photographic equipment retail, optical equipment store, precision instruments sale, camera shop, binoculars retailer, optical devices trading, photography gear wholesale, lenses and tripods shop",,,,,
576,Trading,,4773.02,Opticians,Dubai Health Authority (DHA),PRE,Low,,,,,-,"opticians, optical shop, eyewear retail, glasses store, contact lenses sale, vision care products, optical goods trading, eyewear wholesale",,,,,
577,Trading,,4773.03,"Retail Sale Of Watches, Clocks And Jewellery",Security Industry Regulatory Agency (SIRA),PRE,Low,,,,,-,"watch store, clock shop, jewellery retailer, luxury watches, timepieces sale, wholesale jewellery, import watches, accessories trading",,,,,
578,Trading,,4773.04,"Retail Sale Of Flowers, Plants, Seeds, Fertilizers, Pet Animals And Pet Food",Ministry of Climate Change and Environment (MoCCAE),PRE,Low,,, ,,-,"flower shop, plant store, pet supplies retail, seeds and fertilizers, pet food store, wholesale flowers, gardening supplies, pet animals for sale",,,,,
579,Trading,,4773.05,Retail Sale Of Souvenirs And Craftwork,,N/A,Low,,,,,-,"souvenir shop, craft store, handmade gifts, retail souvenirs, artisan crafts, souvenir retail, gift shop, cultural artifacts",,,,,
580,Trading,,4773.06,Commercial Art Galleries,,N/A,Low,,,,,-,"art gallery, commercial art trade, fine art retail, art exhibition space, art dealer, artwork selling, contemporary art gallery, art import/export",,,,,
581,Trading,,4773.08,Retail Sale Of Cleaning Materials,,N/A,Low,,,,,-,"cleaning products, janitorial supplies, hygiene materials",,,,,
582,Trading,,4773.09,Retail Sale Of Stamps And Coins,,N/A,Low,,,,,-,"stamp retail, coin shop, numismatic trading, collectible stamps, rare coins sale, philately store, currency trading, wholesale stamps and coins",,,,,
583,Trading,,4773.1,Retail Sale Of Non-Food Products N.E.C.,,N/A,Low,,,,,-,"non-food retail, retail shop for goods, merchandise store, general trading, consumer products sale, retail trading, non-perishable goods store, household items retail",,,,,
584,Trading,,4773.11,Jewellery Trading,Security Industry Regulatory Agency (SIRA),PRE,Override,Yes,Yes,,,-,"Jewelry shop, Gold & gems selling, Gold , Jewellery",,,,,
585,Trading,,4773.12,Pearls & Precious Stones Trading,Security Industry Regulatory Agency (SIRA),PRE,Override,Yes,Yes,,"Includes reselling of natural, cultured and artificial pre-formed pearl, as well as diamond, corundum, emerald, coral and other jewellery and precious stones prior to cutting, polishing and making various types of jewels, artificial precious stones are also included.",-,"pearls trading, precious stones, gemstones trading, jewelry stones, diamonds & gems, jewelry supplies, Gem Stones, ruby, emrald, Pearls, diamonds retail, precious stones trading, gemstone shop, diamond trading, luxury gems",,,,,
586,Trading,,4773.13,Watches & Clocks & Spare Parts Trading,,N/A,Low,,,,"Includes reselling watches, clocks, alarm clocks and timing mechanisms, instrument panel clocks, time-recording equipment and equipment for measuring, recording and displaying intervals of time such as parking meters, time clocks, process timers, also, all the accessories and components.",-,"watch trading, clock sales, timepiece wholesale, alarm clocks retail, timing mechanisms import, spare parts for clocks, time-recording equipment trading, watch accessories distributor",,,,,
587,Trading,,4773.14,Artificial Flowers & Plants Trading,,N/A,Low,,,,"Includes reselling artificial flowers and plants made of fibers, glass, ceramic and metal, also, flowers arranging.",-,"artificial flowers trading, fake plants wholesale, synthetic plants import, floral arrangements retail, decorative plants supplier, faux flowers distribution, plant decor trading, artificial greenery sales",,,,,
588,Trading,,4773.15,Aquarium Animals Trading,Dubai Municipality (DM)  ,PRE,Low,,,,,-,"aquarium animals trading, fish wholesale, aquatic animal import, live fish retail, pet fish trading, marine life export, aquarium supply distribution, aquatic pet store",,,,,
589,Trading,,4773.16,Animal & Birds Feed Trading,,N/A,Low,,,,,-,"animal feed trading, bird feed wholesale, pet food import, livestock feed retail, animal nutrition products, poultry feed distributor, animal supply trading, feed products export",,,,,
590,Trading,,4773.17,Seeds Trading,,N/A,Low,,,,"Includes reselling plants, trees and flowers seeds and breeders for boosting agricultural output. This should be carried for only agricultural and industrial purposes and not for direct consumption.",-,"seeds trading, plant seeds wholesale, flower seeds import, agricultural seeds distribution, tree seeds retailer, seeds reselling, horticultural seeds trade, bulk seeds supplier",,,,,
591,Trading,,4773.18,Chemical Fertilizers Trading,Ministry of Climate Change and Environment (MoCCAE),PRE,Low,,,,,-,"chemical fertilizers trading, fertilizer import/export, wholesale fertilizers, fertilizer supplier, agricultural chemicals trade, plant nutrients trading, bulk fertilizer sales, agrochemical distribution",,,,,
592,Trading,,4773.19,Organic Fertilizer & Plant Feed Trading,,N/A,Low,,,,"Includes reselling animal and bird manure, or vegetable residues or a mixture of them to improve soil quality, such materials can exist as crude or processed to render for marketing or use in fertilizing agricultural soil, also, agricultural feed added to the soil in order to improve and enhance productivity.",-,"organic fertilizer trading, plant feed supplier, manure resale, agricultural feed import, soil improvement products, organic soil enhancers, wholesale fertilizer, eco-friendly plant nutrition",,,,,
593,Trading,,4773.2,Agricultural Pesticides Trading,,N/A,Low,,,,"Includes reselling materials intended for protection against and extermination and control of agricultural pests, including disease carriers affecting animals and plants. Pests are meant to be any plant or creature harmful or destructive, such as insects, spiders, nematodes, bacteria, fungal, moss, plant viruses, harmful weeds, parasitic plants, harmful birds, rodents, also, products plant growth controllers and crop protection.",-,"pesticides trading, agricultural chemicals, crop protection products, pest control supplies, agrochemical wholesale, pesticide distributor, pest management products, plant protection trading",,,,,
594,Trading,,4773.21,Insecticides Trading,,N/A,Low,,,,"Includes  reselling natural or synthetic chemicals used to manage insects pests in homes, hotels, hospitals, warehouses, ships",-,"insecticides trading, pesticide wholesale, insect pest control products, bug spray distributor, pest management chemicals, insecticide import/export, chemical pest control retail, insect repellent trading",,,,,
595,Trading,,4773.22,Detergents & Disinfectants Trading,,N/A,Low,,,,,-,"detergent trading, disinfectant wholesale, cleaning products distribution, chemical trading, hygiene products retail, import disinfectants, export detergents, cleaning supplies trade",,,,,
596,Trading,,4773.23,Animals & Birds Requisites Trading,,N/A,Low,,,,,-,"animal supplies trading, pet products wholesale, birds essentials retail, animal requisites import, pet accessories trading, animal care products, wildlife supplies distribution, veterinary products retail",,,,,
597,Trading,,4773.24,Biodegradable & Compostable Products Trading,,N/A,Low,,,,,-,"biodegradable products trading, compostable goods wholesale, eco-friendly product import, sustainable product retail, green products distributor, organic materials trading, biodegradable packaging sales, compostable items supplier",,,,,
